OTUs,FIA001,FIA1,FIA10,FIA100,FIB1,FIB10,FIB100,FIC01,FIC1,FIC100,FIIA001,FIIA01,FIIA1,FIIA100,FIIB1,FIIB10,FIIB100,FIIC01,FIIC1,FIIC10,FIIC100,FIIIA001,FIIIA01,FIIIA1,FIIIA100,FIIIB1,FIIIB10,FIIIB100,FIIIC01,FIIIC1,FIIIC10,SC98A001,SC98A01,SC98A1,SC98A10,SC98A100,SC98B1,SC98B10,SC98B100,SC98C01,SC98C1,SC98C10,SC98C100,SCI93A01,SCI93A10,SCI93A20,SCI93B1,SCI93B40,SCI93C01,SCI93C1,SCI93C10,SCI93C50,SCIA1,SCIA10,SCIA100,SCIB1,SCIB10,SCIB100,SCIC1,SCIC100,P72IA001,P72IA01,P72IA1,P72IA10,P72IA100,P72IB1,P72IB10,P72IB100,P72IC01,P72IC1,P72IC10,P72IC100,P72IIA001,P72IIA01,P72IIA1,P72IIB10,P72IIB100,P72IIC01,P72IIC10,P72IIC100,P72IIIA01,P72IIIA1,P72IIIA10,P72IIIA100,P72IIIB1,P72IIIB100,P72IIIC01,P72IIIC1,P72IIIC10,P72IIIC100
FIA100_BZIP6,0,0,0,3,4,9,0,0,0,0,0,3,10,0,6,0,0,0,0,2,0,1,0,1,2,0,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,17,5,11,2,0,20,11,4,14,17,10,46,43,37,8,23,2,32,20,3,28,4,15,34,2,25,15,25,0
FIB10_EGB7Q,0,0,0,0,1,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,80,48,22,60,20,34,26,2,39,133,12,15,0,0,1,4,3,0,0,4,0,0,0,0,0,0,0,0,0,0
SCI93B1_EUFJW,7,0,0,4,0,0,0,1,0,0,1,2,3,2,6,8,1,2,0,1,5,5,24,8,2,28,17,0,29,4,4,4,1,2,1,24,0,0,8,6,1,0,0,10,65,64,10,9,2,53,0,10,5,2,16,8,11,1,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA1_BEA1K,0,0,0,0,0,2,0,0,0,0,10,17,12,27,19,74,9,14,1,82,21,6,9,31,1,16,2,0,24,15,11,0,0,0,0,7,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,4,2,2,4,0,2,3,0,1,4,6,14,14,19,1,3,0,0,14,0,0,0,0,0,0,0,0,0,0
SC98A100_IL8DF,82,4,2,0,18,31,61,208,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,7,0,0,0,0,3,2,1,2,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA100_CBE78,0,0,0,1,0,0,0,0,0,0,4,6,13,0,28,12,0,10,5,11,5,28,22,66,3,11,0,0,49,13,4,23,7,2,14,6,16,34,1,36,32,15,1,0,0,0,0,0,0,0,0,0,2,2,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IB100_D9HMI,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,10,6,2,4,0,9,83,6,4,49,63,80,37,57,15,3,1,2,24,0,1,0,0,0,0,1,0,0,0
FIIA001_GC7RS,0,1,0,7,0,10,0,1,0,0,3,3,4,4,4,16,0,2,6,7,16,22,42,37,9,25,7,0,32,10,29,24,12,11,11,5,3,12,2,19,6,7,0,0,8,18,0,9,1,1,0,2,1,3,29,5,7,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_CGVRN,10,0,1,0,7,9,4,17,0,10,27,23,1,13,33,38,32,22,18,76,6,1,0,2,1,4,44,0,2,1,0,2,2,15,3,34,0,0,5,4,3,0,0,0,0,0,0,0,5,1,0,0,5,7,0,3,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIC1_GDTMR,0,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,1,1,0,0,1,4,23,1,3,14,0,2,62,0,18,15,137,26,1,3,0,0,1,0,0,0,1,19,5,74,2,16,37,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIB100_GG72G,37,12,4,1,9,113,58,28,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,13,9,0,23,0,20,23,0,33,0,0,0,0,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA100_B7NQD,0,15,2,4,23,2,0,35,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,15,16,45,0,0,28,0,0,75,14,24,14,84,0,39,0,6,12,0,0,0,0,0,0,0,0,0,0
SCI93B40_JYW7D,0,0,0,10,0,0,0,2,0,0,5,10,1,6,11,15,0,0,3,1,26,6,7,14,8,4,35,0,8,2,36,2,0,0,13,5,7,2,0,8,4,18,11,0,5,7,1,30,2,7,2,1,17,1,40,15,13,6,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC10_ANHTN,23,4,49,12,22,2,7,25,19,6,0,0,0,0,1,0,9,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,24,0,0,0,0,17,1,2,17,2,78,0,2,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_CENO7,54,3,2,2,25,3,18,39,10,3,31,64,6,35,32,12,14,15,14,89,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
FIB10_D8K9H,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,7,1,5,2,1,8,9,4,11,13,16,90,37,149,62,3,0,23,11,0,0,0,0,0,0,0,0,0,0
SC98B1_JQVYV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,25,38,33,11,39,29,0,82,78,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIC01_CB210,80,30,50,0,107,57,0,96,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_B56XG,11,3,3,0,4,23,1,32,0,0,5,0,0,1,1,5,3,1,0,2,1,0,0,4,10,4,6,0,0,0,0,0,0,8,0,4,0,0,23,0,0,0,0,24,21,3,17,0,13,25,9,27,13,21,14,7,29,52,19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC10_AQTX5,36,2,18,5,18,36,5,50,19,0,4,12,8,5,21,6,2,6,20,5,3,1,2,5,0,2,2,0,15,2,0,0,0,0,1,12,0,0,1,3,0,0,0,0,0,2,0,3,1,0,0,1,15,16,1,3,42,0,23,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIB1_D5W40,141,7,31,4,61,20,33,68,53,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_CFGQ4,109,9,17,7,55,35,16,66,33,7,0,1,0,0,3,6,11,0,2,3,0,1,2,5,1,0,8,4,8,1,2,0,0,1,2,1,0,2,0,8,0,0,1,1,0,0,2,0,3,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
FIA100_B9RXH,0,0,0,4,0,2,0,3,0,0,0,0,2,0,6,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,3,5,23,11,14,27,5,3,29,23,47,10,17,13,7,3,4,19,52,8,25,1,15,4,0,6,11,4,8
FIA100_B1AFY,0,0,0,4,2,0,0,0,0,0,0,0,52,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,0,3,31,1,0,2,1,0,0,29,53,2,3,1,0,36,0,4,35,2,4,5,67,2,49,11,0,2,1
FIIB100_GFSXD,180,5,6,1,56,47,15,87,7,23,0,0,0,1,0,0,1,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIB100_FYLM0,0,15,0,26,19,4,29,37,0,6,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,1,0,0,0,0,4,1,0,0,0,0,5,0,10,1,10,0,0,47,45,14,105,7,12,20
FIIA01_CALVB,1,0,0,0,0,0,4,0,0,0,0,3,0,0,4,5,2,0,0,8,0,14,16,13,0,15,0,0,20,7,0,22,9,8,35,9,28,60,4,80,31,17,13,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA01_EJHQB,0,0,0,1,0,0,0,1,0,0,4,5,9,10,33,74,0,10,9,11,44,13,30,20,1,41,8,0,24,4,11,3,0,6,7,11,1,1,2,3,7,9,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC1_FQOMK,0,0,0,0,0,0,0,1,0,0,13,22,15,0,7,16,2,8,10,4,61,4,12,7,0,0,21,0,18,2,47,26,6,21,3,0,3,3,0,45,9,5,0,0,1,0,0,2,0,0,3,8,2,1,2,1,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA100_B8PD7,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,8,0,3,8,1,4,1,4,1,0,2,0,0,2,0,0,73,14,20,33,4,23,12,1,84,50,40,6,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA001_IF2P9,2,0,1,0,0,5,0,1,1,0,8,6,1,3,3,3,0,2,5,4,23,25,35,25,8,58,4,1,68,13,39,5,0,9,5,0,1,2,0,16,14,6,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB10_CJXUS,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,1,0,5,22,27,15,0,44,0,0,34,12,1,41,5,7,44,4,11,12,1,33,35,31,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIC01_BWJST,105,4,17,1,56,65,21,102,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_CELTQ,6,1,0,1,0,5,2,5,0,0,6,18,7,2,20,45,4,6,9,2,12,2,12,1,4,20,16,0,9,1,43,6,5,4,5,9,0,0,1,10,13,6,1,3,6,1,1,1,1,3,4,0,4,2,10,2,4,6,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA001_FZ55W,0,0,0,0,0,0,0,0,0,0,1,2,4,1,15,19,0,3,1,9,9,8,9,13,1,16,0,0,6,14,14,30,3,14,26,3,13,4,1,71,22,36,1,0,0,0,0,0,0,0,0,0,4,0,2,3,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIB100_F63RG,0,0,0,8,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,7,0,42,36,21,4,0,5,3,0,81,37,0,0,0,0,38,0,8,25,0,0,0,24,5,5,4,0,0,1
SCI93A20_I9M9H,3,0,0,0,0,0,0,0,0,0,2,5,0,3,5,28,0,4,4,5,8,9,15,14,0,10,2,0,40,3,10,8,0,8,10,19,4,6,0,27,9,11,0,2,12,15,2,7,1,4,8,2,5,3,29,1,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_B6SKY,71,0,0,4,34,32,25,84,9,0,5,9,0,41,0,6,28,5,5,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC1_GB2LX,24,8,6,1,57,44,13,23,7,3,6,6,3,4,12,16,5,7,9,19,3,1,3,3,0,0,3,1,4,1,0,1,0,1,0,46,0,1,0,0,0,1,0,0,9,1,1,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIA01_DOHSQ,0,0,0,2,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,1,6,1,1,5,2,1,0,19,4,24,30,8,0,12,1,14,17,8,48,4,5,59,0,29,14,2,0
SC98B10_F8XZS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,38,158,0,54,0,0,62,15,0,2,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIC01_EXTDR,3,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,13,0,24,28,11,1,39,0,165,59,0,0
P72IA001_F6B5R,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,2,18,3,0,64,16,25,28,65,20,2,5,18,13,20,0,5,5,0,2,0,2,0,0,0,0,1,0
FIA100_BT5QO,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,45,8,87,1,11,33,0,0,17,0,39,1,21,54,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A1_ISBJX,4,2,2,2,1,6,0,1,0,0,5,16,9,1,16,20,10,10,6,24,26,5,15,18,0,3,90,0,18,3,11,0,0,3,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA001_CCE9W,3,0,0,0,2,1,0,3,0,0,2,13,1,0,13,6,0,3,4,4,18,1,15,2,3,2,4,0,12,1,6,11,9,6,27,9,3,8,0,16,17,7,0,2,5,1,0,0,0,3,1,1,6,5,48,7,9,4,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIB10_BEC1C,10,5,0,1,7,5,0,9,2,5,27,20,2,23,23,15,28,24,14,70,1,0,0,3,1,1,8,0,3,0,0,1,1,7,0,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A1_IRKFX,2,0,0,0,0,0,0,0,0,0,13,12,6,3,14,20,0,12,36,10,9,3,22,7,0,17,0,0,24,4,0,21,7,29,8,1,10,6,0,32,3,6,0,0,1,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCI93C1_ERZN5,0,0,0,5,0,3,0,0,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,16,35,5,21,1,70,26,0,6,1,0,1,0,0,1,0,0,30,15,4,9,0,0,0,1,19,9,6,5,0,0,2,0,3,1,0,9,0,0,0,0,0,0,0,0,0,0
FIA001_BVI69,4,0,0,0,0,0,0,0,10,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,39,0,1,1,0,63,8,0,1,12,4,1,0,5,2,0,0,11,6,3,0,6,2,0,0,4,6,3,3,0,1,0,1,4,5,0,1,0,0,0,0,0,0,0,0,0,0
FIA001_B5ZVB,47,5,136,2,10,39,5,69,4,1,2,2,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
SCI93A20_JJ92N,0,0,0,3,0,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,5,29,20,8,30,28,0,34,5,7,0,0,0,0,12,0,1,1,0,2,0,0,5,40,14,4,14,4,30,6,5,1,0,8,3,2,1,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIIB10_CKG25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,2,7,19,23,0,11,2,0,27,13,3,21,8,10,14,2,7,24,2,55,34,30,3,0,2,3,0,0,0,1,0,0,2,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA100_BYURB,0,0,0,5,0,0,1,0,0,5,0,0,0,0,0,3,0,0,3,0,6,0,0,0,0,0,0,0,2,0,0,43,3,9,21,0,13,2,0,33,19,5,2,1,11,18,1,85,0,11,8,11,2,0,11,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIA10_ER68T,5,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,19,0,20,23,28,5,49,0,130,37,5,0
P72IIC10_DJ3EO,0,2,6,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,1,1,23,2,0,0,0,0,0,0,0,0,3,1,12,3,8,0,5,1,0,7,2,0,3,2,14,25,51,0,14,0,15,20,0,0,0,27,2,11,6,0,0,10
FIA100_CE49E,0,0,0,9,0,0,0,3,0,0,0,0,1,0,0,2,0,0,4,0,1,0,0,0,0,0,0,0,4,0,0,69,8,15,21,0,8,1,0,48,15,6,5,3,8,14,1,43,0,8,8,5,4,0,11,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIA100_CNZK2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0,29,17,15,2,0,49,4,0,18,17,33,23,24,0,10,0,17,9,0,0,0,0,7,0,2,0,1,0
FIIB10_BZUTT,1,4,0,0,0,4,0,2,0,0,12,24,20,8,61,25,0,19,21,53,1,3,12,11,0,10,0,0,12,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IB100_EEOA9,0,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,20,1,7,1,0,28,28,0,2,0,0,0,0,0,0,0,0,5,5,3,3,1,1,5,4,0,5,7,8,2,2,5,1,1,0,0,6,9,14,48,26,3,9,6,17,13,10
FIA100_CHYES,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,29,4,13,16,4,20,17,21,57,40,2,4,1,8,0,28,0,4,1,0,0,0,0,0,0,0,0,0,0
P72IA10_C953H,0,0,0,7,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,8,0,3,0,1,0,0,0,0,6,0,0,0,0,2,7,2,1,27,2,0,5,2,12,7,15,7,38,19,51,79,2,0,0,3,0,1,0,0,0,0,0,0,0,0
P72IIA001_GAMJV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,4,31,5,0,49,8,23,22,43,19,10,5,26,10,14,0,3,3,0,1,0,1,0,0,0,0,0,0
P72IA01_ITHW6,0,0,0,0,0,0,0,0,0,0,0,10,0,0,27,0,0,1,2,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,10,0,0,0,28,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,2,4,0,2,209,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIA100_B9J4Q,0,0,0,3,3,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,10,5,9,0,23,18,4,7,35,17,27,25,40,17,4,1,10,8,0,2,1,2,1,0,0,4,0,1
P72IIIB1_ICBFQ,0,0,0,20,26,6,34,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,18,37,8,81,0,20,14
FIA001_B5WB6,172,0,0,4,4,0,1,112,0,2,1,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA001_FQMG7,0,0,0,0,0,0,0,0,0,0,4,9,26,1,24,3,0,11,5,9,2,27,18,57,0,15,0,0,42,17,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,16,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA01_BXAVD,0,0,0,0,0,0,0,0,0,0,0,4,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,18,9,2,13,11,1,35,23,6,5,8,6,30,59,14,12,8,0,8,6,0,0,0,0,0,0,0,0,0,0
