,FIA001,FIA1,FIA10,FIA100,FIB1,FIB10,FIB100,FIC01,FIC1,FIC100,FIIA001,FIIA01,FIIA1,FIIA100,FIIB1,FIIB10,FIIB100,FIIC01,FIIC1,FIIC10,FIIC100,FIIIA001,FIIIA01,FIIIA1,FIIIA100,FIIIB1,FIIIB10,FIIIB100,FIIIC01,FIIIC1,FIIIC10,SC93A01,SC93A10,SC93A20,SC93B1,SC93B40,SC93C01,SC93C1,SC93C10,SC93C50,SC98A001,SC98A01,SC98A1,SC98A10,SC98A100,SC98B1,SC98B10,SC98B100,SC98C01,SC98C1,SC98C10,SC98C100,SCIA1,SCIA10,SCIA100,SCIB1,SCIB10,SCIB100,SCIC1,SCIC100,P72IA001,P72IA01,P72IA1,P72IA10,P72IA100,P72IB1,P72IB10,P72IB100,P72IC01,P72IC1,P72IC10,P72IC100,P72IIA001,P72IIA01,P72IIA1,P72IIB10,P72IIB100,P72IIC01,P72IIC10,P72IIC100,P72IIIA01,P72IIIA1,P72IIIA10,P72IIIA100,P72IIIB1,P72IIIB100,P72IIIC01,P72IIIC1,P72IIIC10,P72IIIC100
SCIA10_F9AK3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIA1_DG7G8,0,0,0,1,0,2,0,14,2,1,0,4,7,0,0,7,3,12,0,3,0,6,0,0,2,0,0,0,0,0,0,3,0,0,2,0,1,1,1,2,1,1,0,0,0,0,0,0,1,0,1,0,9,0,0,2,1,0,1,1,8,7,8,14,5,7,7,6,3,7,3,0,2,3,0,5,8,0,17,3,22,15,20,9,27,6,16,11,51,1
FIIIA01_EPBLZ,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,2,0,2,0,0,7,1,0,2,1,0,0,1,0,0,1,2,0,1,2,0,1,2,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IC100_ENVXI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB1_AP7C5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
P72IA100_F6493,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIB10_EL1XY,20,1,0,4,4,1,1,10,24,1,26,16,27,20,1,2,3,4,54,0,0,2,18,0,5,5,17,0,0,3,0,0,26,10,6,1,3,11,0,1,6,9,5,1,0,3,0,1,4,6,0,0,0,8,0,1,2,0,0,2,14,11,8,22,8,5,21,10,12,19,16,19,54,27,70,102,14,2,18,17,0,4,1,0,3,0,0,3,0,2
SC93C50_GF1UB,84,6,2,24,29,33,49,87,33,0,34,9,1,70,0,13,40,10,18,0,4,0,5,0,10,16,0,0,1,27,1,26,63,63,46,55,11,52,29,100,4,0,0,0,2,0,0,50,0,1,1,4,78,40,24,68,156,23,59,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIA10_D47R5,15,11,4,49,8,9,22,10,48,3,3,8,70,17,8,1,8,1,3,7,6,4,0,6,23,1,8,0,1,0,6,59,20,55,14,0,68,77,3,16,6,1,5,3,0,0,0,32,1,0,1,0,9,10,7,2,21,4,3,13,59,64,77,88,109,95,142,110,99,182,70,150,188,147,162,214,48,41,108,107,157,236,125,78,48,13,51,140,73,75
FIB100_FSIUN,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,2,0,2,0,1,0,0,1,0,2,0,2,0,0,0,0,0,1,0,0,1,0,3,2,0,0,1,3,0,0,0,2,2,2,1,0,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA01_CLWMU,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC1_DJKCX,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,1,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIB10_B1UQ5,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,1,1,0,0,1,0,2,1,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IIIB10_HAVH3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,4,0,6,5,2,2,4,2,2,0,0,1,3,0,0,0,0,2,0,0,1,0,0,0,3,1,0
SC98A1_IKRWV,0,2,1,0,0,0,1,1,1,1,9,2,0,7,2,2,4,6,6,0,1,6,1,2,1,9,1,4,1,7,1,0,1,7,1,3,0,2,3,3,3,22,6,7,4,4,0,0,2,8,2,16,3,6,1,2,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SC98A001_BZJZ8,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0,0,1,1,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
