,FIA001,FIA1,FIA10,FIA100,FIB1,FIB10,FIB100,FIC01,FIC1,FIC100,FIIA001,FIIA01,FIIA1,FIIA100,FIIB1,FIIB10,FIIB100,FIIC01,FIIC1,FIIC10,FIIC100,FIIIA001,FIIIA01,FIIIA1,FIIIA100,FIIIB1,FIIIB10,FIIIB100,FIIIC01,FIIIC1,FIIIC10,SC93A01,SC93A10,SC93A20,SC93B1,SC93B40,SC93C01,SC93C1,SC93C10,SC93C50,SC98A001,SC98A01,SC98A1,SC98A10,SC98A100,SC98B1,SC98B10,SC98B100,SC98C01,SC98C1,SC98C10,SC98C100,SCIA1,SCIA10,SCIA100,SCIB1,SCIB10,SCIB100,SCIC1,SCIC100,P72IA001,P72IA01,P72IA1,P72IA10,P72IA100,P72IB1,P72IB10,P72IB100,P72IC01,P72IC1,P72IC10,P72IC100,P72IIA001,P72IIA01,P72IIA1,P72IIB10,P72IIB100,P72IIC01,P72IIC10,P72IIC100,P72IIIA01,P72IIIA1,P72IIIA10,P72IIIA100,P72IIIB1,P72IIIB100,P72IIIC01,P72IIIC1,P72IIIC10,P72IIIC100
SC98B1_JRQZ4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,4,0,6,2,0,3,9,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC10_A6F3V,13,8,3,2,8,3,22,14,10,2,0,0,0,0,0,0,6,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0,13,10,4,25,3,10,4,0,19,12,0,5,0,0,0,0,0,0,0,0,1,3,0,1,1,0,3,3,1,1,0,1,0,1,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SC93C10_F3QUB,87,49,21,15,67,72,136,49,50,29,114,136,71,20,201,125,93,81,193,137,48,177,183,210,278,199,50,232,261,149,157,71,28,24,22,29,27,60,229,66,168,86,149,118,31,117,174,24,186,128,36,61,13,26,25,14,49,5,29,109,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0
SC98C01_D62GQ,1,0,0,0,2,0,0,0,1,0,23,11,3,3,14,8,1,11,43,3,2,7,24,13,0,27,0,0,30,11,2,0,3,5,2,0,0,1,1,0,18,15,47,13,1,19,19,0,34,12,13,3,1,6,3,1,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
SC98B10_GD1UH,1,0,0,2,0,2,0,0,0,0,4,2,4,9,7,16,1,0,1,1,13,4,5,4,4,11,0,6,7,3,0,1,7,2,1,4,0,2,1,0,108,72,86,113,41,98,73,0,93,94,110,43,5,0,2,1,5,2,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC93B40_JHN6F,0,3,0,1,0,0,4,1,2,2,4,6,3,7,8,3,2,1,12,8,15,6,10,7,3,7,7,1,4,8,4,3,5,3,4,13,0,2,6,1,45,15,51,41,5,52,29,1,50,65,110,6,3,7,4,12,7,8,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A001_B79K3,0,0,0,1,0,0,0,0,1,0,1,3,1,9,2,6,4,1,1,0,3,0,0,2,0,0,2,0,0,0,3,1,4,1,1,5,2,1,13,10,8,13,3,8,2,3,1,0,6,7,5,0,6,2,9,7,6,1,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC10_BH4PU,22,25,49,1,30,34,22,63,30,97,32,18,15,401,33,8,37,18,30,116,220,3,1,0,4,5,1,0,1,1,1,0,0,0,0,0,1,0,12,7,6,1,8,2,9,7,0,6,3,5,1,0,22,6,1,8,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C01_EP1S0,0,0,0,1,0,0,0,0,0,0,0,4,2,5,1,5,3,2,0,0,6,4,2,0,1,1,0,0,2,4,8,1,0,0,0,7,0,0,0,1,6,2,10,3,0,3,4,0,5,7,3,3,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA01_BU4ND,0,0,0,0,0,0,0,0,0,0,29,22,10,1,16,4,2,11,18,6,50,3,16,4,2,2,12,0,8,7,33,1,7,0,1,5,0,0,12,7,15,16,25,4,1,6,1,0,23,18,10,10,3,1,6,7,2,6,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIA001_IFDSD,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,5,2,1,1,0,1,2,0,4,0,0,7,0,0,0,0,0,1,0,4,0,0,0,3,2,23,11,1,0,16,3,0,5,20,0,0,3,28,15,1,7,1,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC10_BC14U,0,0,0,0,0,1,0,0,0,0,0,1,0,3,1,0,1,1,3,1,3,14,20,2,2,8,0,0,10,13,13,0,0,0,0,0,0,1,0,0,1,0,5,0,0,4,1,0,1,0,6,2,1,1,7,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIA1_H94PJ,0,0,0,0,2,0,0,0,4,0,9,9,17,0,17,2,3,7,12,11,9,12,13,6,1,12,1,2,17,8,4,1,2,0,0,1,0,4,1,1,18,8,25,15,0,28,52,7,15,28,9,18,5,8,8,0,17,0,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A01_GZUVH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98B10_GATFI,1,1,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,2,2,0,1,6,5,0,6,1,2,1,0,24,14,1,53,0,1,0,0,6,6,8,22,5,12,114,0,9,25,8,3,3,2,7,0,6,3,4,25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SC98C01_D3Z6J,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,1,6,5,2,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA01_BU6VE,2,4,2,1,2,8,1,7,0,1,1,2,0,1,2,0,0,4,1,1,0,0,1,0,0,3,2,0,1,0,3,0,0,1,0,1,0,0,1,1,9,11,2,3,2,5,4,0,5,6,7,7,3,2,0,1,13,1,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
FIA10_BE3YA,11,5,5,2,4,13,5,14,5,0,5,6,3,13,10,1,0,2,12,1,1,3,11,1,4,10,0,0,19,7,1,0,13,6,1,6,3,3,5,2,12,5,6,12,11,13,7,1,7,14,14,6,11,9,10,6,30,1,14,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A10_JP0C0,0,0,0,0,0,0,0,0,0,0,0,2,6,2,5,3,0,1,3,6,4,9,13,13,0,13,0,0,6,24,0,1,2,0,0,0,0,2,3,1,22,6,9,25,1,13,34,0,23,32,12,43,1,4,20,3,10,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A100_IGMHU,0,0,0,0,0,0,0,0,0,0,0,1,0,11,0,6,2,0,1,0,0,4,1,0,0,2,5,0,0,0,1,0,1,0,0,0,0,3,6,1,7,5,1,1,7,0,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIC100_JJ5SS,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,2,0,0,2,1,0,3,2,1,0,0,0,0,0,1,0,2,0,11,0,2,0,0,2,1,0,1,3,1,3,5,2,0,0,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A001_CDZM5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,1,1,1,1,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
SC98A001_CJ0ZT,2,0,0,0,1,0,0,0,0,2,1,2,0,3,0,0,0,2,0,0,3,1,3,2,1,0,0,3,2,0,1,3,4,7,3,6,1,0,5,2,9,1,0,2,3,2,0,0,4,1,0,2,7,0,4,5,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C100_IAQ8U,0,0,0,0,2,2,1,9,3,0,1,2,3,0,2,0,0,0,4,2,1,5,8,4,2,4,1,15,7,3,4,1,3,4,1,4,0,0,0,2,3,2,6,6,8,4,7,0,6,8,5,3,7,1,6,2,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIB1_JGSJ9,0,1,0,0,2,5,0,0,1,0,2,3,1,2,10,1,2,7,4,3,9,1,13,2,1,4,2,0,6,2,2,0,0,0,0,0,0,0,0,0,11,5,16,7,0,8,3,0,8,11,30,10,1,0,4,2,1,7,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIB1_EC08Z,0,1,0,4,1,7,0,0,0,0,4,7,3,6,14,5,0,3,5,4,18,23,23,22,18,21,2,0,23,21,19,0,8,22,2,7,0,4,8,7,21,9,25,13,32,24,19,0,19,13,15,5,8,22,59,15,10,5,8,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A1_HZ73P,0,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,1,1,2,0,1,6,4,2,1,3,0,5,1,1,0,0,2,4,0,7,0,1,3,1,5,4,10,10,1,12,4,0,9,12,12,2,0,0,9,0,3,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC1_DCPFW,0,0,0,2,0,1,4,1,0,0,6,4,2,14,9,17,7,5,1,24,13,6,2,19,1,2,1,0,5,22,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,3,2,2,3,2,0,0,0,0,3,2,4,3,1,1,0,0,3,0,0,0,0,0,0,0,0,0,0
FIIC100_BBUSP,0,1,1,0,2,0,0,0,2,0,3,0,1,0,4,0,0,0,0,5,3,1,0,1,0,1,3,0,4,3,1,0,0,3,1,1,0,1,1,0,20,1,8,6,4,11,2,0,13,8,9,2,1,0,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A10_I6XB2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,1,0,8,1,0,2,0,1,3,4,0,0,3,1,0,0,0,0,2,0,16,4,20,13,1,12,5,0,10,16,14,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A001_BUITK,0,0,0,10,0,2,0,1,0,1,1,0,0,1,0,2,0,1,6,0,5,0,0,0,0,0,0,0,2,1,0,2,7,22,1,51,2,5,15,10,41,11,19,25,6,31,1,0,23,24,5,11,10,0,12,2,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIB10_ENJNY,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,3,3,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,5,0,5,3,2,1,0,0,1,0,10,0,0,3,1,0,1,0,1,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA1_FT2SS,9,3,1,14,6,4,7,11,5,8,7,5,18,45,9,8,15,11,5,9,20,12,21,12,22,24,19,22,19,13,10,1,18,10,3,39,3,14,12,6,15,10,27,17,15,17,9,8,13,22,16,7,23,14,35,17,55,18,18,35,0,1,0,7,2,0,1,3,7,4,1,3,2,10,8,6,0,1,3,2,0,2,1,0,0,0,1,1,0,0
SC93A10_EQ13N,0,0,0,2,0,0,0,0,0,0,3,1,0,1,1,1,0,2,1,1,1,0,0,0,1,0,0,0,1,0,4,1,5,3,1,16,1,4,4,2,15,8,6,0,1,3,1,0,5,9,1,4,10,1,4,6,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIC01_JXZF3,1,1,0,0,1,1,0,1,0,4,18,17,32,16,23,8,0,20,26,19,22,18,21,19,2,26,0,6,17,22,2,0,0,0,0,1,0,1,0,2,19,6,8,4,4,29,54,0,22,14,5,11,1,8,3,0,10,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA1_GB11C,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,2,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,0,2,0,5,0,0,2,0,4,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A01_GSWX0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,186,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIB1_EGRP3,3,2,0,0,1,9,3,4,0,8,0,0,2,0,0,0,3,0,0,0,6,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C01_D5N9C,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA001_GAS08,1,3,2,0,2,0,4,2,4,2,5,11,8,28,11,4,1,5,18,8,29,9,17,11,4,19,0,0,15,20,5,4,4,2,1,1,4,2,13,7,9,7,11,2,7,10,12,2,15,10,7,10,5,4,8,3,8,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIA100_F0IB6,3,8,2,1,11,11,4,2,6,0,9,7,4,9,6,1,4,11,8,11,4,6,10,14,4,18,20,6,10,15,8,0,8,3,0,7,0,0,5,1,8,2,7,1,28,7,1,1,7,3,18,5,2,5,12,1,5,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P72IA001_F6FT9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC1_C2CJG,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,4,1,0,3,1,2,0,0,1,1,0,1,0,1,0,0,2,1,1,2,1,3,0,2,3,2,7,5,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
FIIIB100_FZ990,0,0,0,0,0,1,1,0,0,0,2,1,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,7,2,1,3,0,0,5,1,1,2,1,1,0,0,2,5,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98A001_BTD6E,0,0,0,1,0,0,1,1,0,0,0,3,0,1,0,0,0,0,0,0,2,2,2,6,0,7,0,0,3,5,0,1,1,5,0,6,0,6,2,3,34,22,30,30,9,56,18,0,23,41,18,7,0,0,6,0,3,2,0,1,1,1,0,4,1,3,7,0,5,1,6,0,0,0,1,0,1,0,11,0,0,1,0,0,0,0,0,0,0,0
FIIA1_FSU1X,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,9,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIC1_F2ZX8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,0,0,1,1,1,1,1,0,0,0,0,0,0,5,0,3,0,1,2,0,0,1,0,3,1,2,1,2,0,0,1,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCIC1_F70ZT,0,0,0,1,0,0,0,0,1,0,2,1,2,2,0,1,0,2,2,0,2,4,7,5,3,12,7,0,4,5,4,7,21,22,4,5,0,19,0,6,2,1,2,0,17,0,0,2,1,0,0,0,2,3,4,7,4,2,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC93C10_F6XLM,0,1,0,0,1,1,9,0,0,2,0,1,0,0,0,5,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,1,0,6,0,0,8,3,1,4,0,0,0,1,0,0,1,1,0,3,5,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1
SC98A01_HMW27,1,0,0,1,0,1,0,1,0,4,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C100_H8ID8,0,1,0,1,1,2,0,5,1,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,1,0,3,0,0,5,0,1,1,0,0,1,6,0,2,10,2,3,31,0,5,6,62,24,10,2,32,3,10,10,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIIIC10_AW602,1,5,3,0,1,6,1,5,1,8,1,5,1,65,4,9,1,2,3,8,14,14,19,17,2,16,2,3,10,27,3,0,0,2,1,0,2,1,0,0,8,3,10,7,0,4,8,0,5,10,9,2,1,2,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SC98C01_EFAFC,0,0,0,0,0,0,5,3,1,0,0,3,1,0,0,2,0,1,2,1,2,0,1,1,0,0,0,0,3,5,0,1,2,2,0,2,0,1,0,0,8,4,5,9,2,4,7,1,6,10,5,5,2,4,11,4,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FIB10_EL7EZ,1,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
